,week,State,is coronavirus bioweapon,is coronavirus a bioweapon,was coronavirus a bioweapon,coronavirus bioweapon,covid bioweapon,wuhan virus lab,wuhan bio lab,wuhan virology lab,wuhan p4 lab,wuhan level 4 lab
662,2020-03-25 2020-04-01,Wyoming,0,0,0,0,0,0,0,0,0,0
663,2020-04-01 2020-04-08,Alabama,100,0,0,30,0,0,0,0,0,0
664,2020-04-01 2020-04-08,Alaska,0,0,0,0,0,0,0,0,0,0
665,2020-04-01 2020-04-08,Arizona,57,81,0,52,68,43,82,37,0,0
666,2020-04-01 2020-04-08,Arkansas,0,0,0,0,0,0,0,0,0,0
667,2020-04-01 2020-04-08,California,9,0,35,14,22,20,27,15,0,28
668,2020-04-01 2020-04-08,Colorado,0,0,0,19,75,38,46,0,0,0
669,2020-04-01 2020-04-08,Connecticut,0,0,0,0,0,0,0,0,0,0
670,2020-04-01 2020-04-08,Delaware,0,0,0,0,0,0,0,0,0,0
671,2020-04-01 2020-04-08,District of Columbia,0,0,0,0,0,0,0,0,0,0
672,2020-04-01 2020-04-08,Florida,35,51,100,24,0,5,13,23,100,0
673,2020-04-01 2020-04-08,Georgia,0,100,0,16,0,16,25,0,0,0
674,2020-04-01 2020-04-08,Hawaii,0,0,0,95,0,0,0,0,0,0
675,2020-04-01 2020-04-08,Idaho,0,0,0,0,0,0,0,0,0,0
676,2020-04-01 2020-04-08,Illinois,28,41,0,17,0,0,31,28,0,0
677,2020-04-01 2020-04-08,Indiana,0,0,0,21,0,0,50,0,0,0
678,2020-04-01 2020-04-08,Iowa,0,0,0,0,0,46,0,100,0,0
679,2020-04-01 2020-04-08,Kansas,0,0,0,49,0,0,0,0,0,0
680,2020-04-01 2020-04-08,Kentucky,0,0,0,0,0,0,0,0,0,0
681,2020-04-01 2020-04-08,Louisiana,0,0,0,66,0,34,0,0,0,0
682,2020-04-01 2020-04-08,Maine,0,0,0,95,0,0,0,0,0,0
683,2020-04-01 2020-04-08,Maryland,0,0,0,18,0,18,0,0,0,0
684,2020-04-01 2020-04-08,Massachusetts,50,0,0,30,59,15,72,0,0,0
685,2020-04-01 2020-04-08,Michigan,0,61,0,13,100,13,31,0,0,0
686,2020-04-01 2020-04-08,Minnesota,0,0,0,20,0,20,0,44,0,0
687,2020-04-01 2020-04-08,Mississippi,0,0,0,0,0,59,0,0,0,0
688,2020-04-01 2020-04-08,Missouri,0,100,0,21,0,21,0,0,0,0
689,2020-04-01 2020-04-08,Montana,0,0,0,0,0,0,0,0,0,0
690,2020-04-01 2020-04-08,Nebraska,0,0,0,65,0,64,0,0,0,0
691,2020-04-01 2020-04-08,Nevada,0,0,0,0,0,0,0,0,0,0
692,2020-04-01 2020-04-08,New Hampshire,0,0,0,0,0,0,0,0,0,0
693,2020-04-01 2020-04-08,New Jersey,37,0,0,40,0,0,0,49,0,0
694,2020-04-01 2020-04-08,New Mexico,0,0,0,67,0,67,0,0,0,0
695,2020-04-01 2020-04-08,New York,17,36,0,15,40,10,18,16,0,100
696,2020-04-01 2020-04-08,North Carolina,0,0,0,11,44,0,0,0,0,0
697,2020-04-01 2020-04-08,North Dakota,0,0,0,0,0,0,0,0,0,0
698,2020-04-01 2020-04-08,Ohio,33,47,0,15,0,30,24,32,0,0
699,2020-04-01 2020-04-08,Oklahoma,0,0,0,0,0,0,0,0,0,0
700,2020-04-01 2020-04-08,Oregon,0,0,0,0,0,56,0,61,0,0
701,2020-04-01 2020-04-08,Pennsylvania,0,44,0,23,55,18,33,0,0,0
702,2020-04-01 2020-04-08,Rhode Island,0,0,0,100,0,100,0,0,0,0
703,2020-04-01 2020-04-08,South Carolina,90,0,0,0,0,0,0,0,0,0
704,2020-04-01 2020-04-08,South Dakota,0,0,0,0,0,0,0,0,0,0
705,2020-04-01 2020-04-08,Tennessee,63,90,0,38,0,0,46,0,0,0
706,2020-04-01 2020-04-08,Texas,13,19,0,14,79,8,14,17,0,40
707,2020-04-01 2020-04-08,Utah,0,0,0,0,0,0,0,0,0,0
708,2020-04-01 2020-04-08,Vermont,0,0,0,0,0,0,0,0,0,0
709,2020-04-01 2020-04-08,Virginia,42,90,0,57,100,0,0,55,0,0
710,2020-04-01 2020-04-08,Washington,52,0,0,16,0,31,37,34,0,0
711,2020-04-01 2020-04-08,West Virginia,0,0,0,0,0,0,0,0,0,0
712,2020-04-01 2020-04-08,Wisconsin,0,0,0,42,0,0,100,0,0,0
713,2020-04-01 2020-04-08,Wyoming,0,0,0,0,0,0,0,0,0,0
714,2020-04-08 2020-04-15,Alabama,0,0,0,22,0,22,0,0,0,0
715,2020-04-08 2020-04-15,Alaska,0,0,0,0,0,0,0,0,0,0
716,2020-04-08 2020-04-15,Arizona,0,0,0,0,0,26,60,0,0,0
717,2020-04-08 2020-04-15,Arkansas,0,0,0,0,0,0,0,63,0,0
718,2020-04-08 2020-04-15,California,15,0,0,5,5,13,15,7,33,100
719,2020-04-08 2020-04-15,Colorado,52,100,0,15,0,14,0,24,0,0
720,2020-04-08 2020-04-15,Connecticut,0,0,0,0,100,0,100,36,0,0
721,2020-04-08 2020-04-15,Delaware,0,0,0,0,0,93,0,0,0,0
722,2020-04-08 2020-04-15,District of Columbia,0,0,0,0,0,0,0,0,0,0
723,2020-04-08 2020-04-15,Florida,14,0,0,8,14,12,18,16,0,0
724,2020-04-08 2020-04-15,Georgia,0,0,0,0,18,8,0,13,0,0
725,2020-04-08 2020-04-15,Hawaii,0,0,0,0,0,0,0,0,0,0
726,2020-04-08 2020-04-15,Idaho,0,0,0,0,0,0,0,0,0,0
727,2020-04-08 2020-04-15,Illinois,0,0,0,0,15,13,0,10,100,0
728,2020-04-08 2020-04-15,Indiana,0,0,0,15,68,15,70,24,0,0
729,2020-04-08 2020-04-15,Iowa,0,0,0,0,0,34,0,0,0,0
730,2020-04-08 2020-04-15,Kansas,0,0,0,0,0,35,0,0,0,0
731,2020-04-08 2020-04-15,Kentucky,0,0,0,23,0,0,0,0,0,0
732,2020-04-08 2020-04-15,Louisiana,0,0,0,25,0,24,0,0,0,0
733,2020-04-08 2020-04-15,Maine,0,0,0,0,0,0,0,0,0,0
734,2020-04-08 2020-04-15,Maryland,0,0,0,0,30,13,0,22,0,0
735,2020-04-08 2020-04-15,Massachusetts,39,76,0,22,26,11,51,18,0,0
736,2020-04-08 2020-04-15,Michigan,32,0,0,0,20,26,41,44,0,0
737,2020-04-08 2020-04-15,Minnesota,0,0,0,0,0,30,0,25,0,0
738,2020-04-08 2020-04-15,Mississippi,0,0,0,44,0,0,0,0,0,0
739,2020-04-08 2020-04-15,Missouri,0,0,0,23,0,30,0,0,0,0
740,2020-04-08 2020-04-15,Montana,0,0,0,0,0,100,0,0,0,0
741,2020-04-08 2020-04-15,Nebraska,0,0,0,48,0,47,0,0,0,0
742,2020-04-08 2020-04-15,Nevada,0,0,0,0,0,0,0,100,0,0
743,2020-04-08 2020-04-15,New Hampshire,0,0,0,0,0,0,0,0,0,0
744,2020-04-08 2020-04-15,New Jersey,0,0,0,0,20,25,40,14,0,0
745,2020-04-08 2020-04-15,New Mexico,0,0,0,100,0,0,0,0,0,0
746,2020-04-08 2020-04-15,New York,14,0,0,12,13,13,18,19,0,0
747,2020-04-08 2020-04-15,North Carolina,0,0,0,8,0,12,38,14,0,0
748,2020-04-08 2020-04-15,North Dakota,0,0,0,0,0,0,0,0,0,0
749,2020-04-08 2020-04-15,Ohio,0,0,0,0,0,15,0,25,0,0
750,2020-04-08 2020-04-15,Oklahoma,100,0,0,0,0,28,0,46,0,0
751,2020-04-08 2020-04-15,Oregon,0,0,0,0,50,21,0,35,0,0
752,2020-04-08 2020-04-15,Pennsylvania,0,0,0,7,31,7,31,22,0,0
753,2020-04-08 2020-04-15,Rhode Island,0,0,0,77,0,0,0,0,0,0
754,2020-04-08 2020-04-15,South Carolina,0,0,0,0,47,20,0,0,0,0
755,2020-04-08 2020-04-15,South Dakota,0,0,0,0,0,0,0,0,0,0
756,2020-04-08 2020-04-15,Tennessee,0,0,0,29,0,28,66,23,0,0
757,2020-04-08 2020-04-15,Texas,0,0,0,9,21,4,14,15,71,0
758,2020-04-08 2020-04-15,Utah,0,0,0,28,65,28,0,0,0,0
759,2020-04-08 2020-04-15,Vermont,0,0,0,0,0,0,0,0,0,0
760,2020-04-08 2020-04-15,Virginia,0,65,0,10,22,9,0,16,0,0
761,2020-04-08 2020-04-15,Washington,42,0,0,18,55,12,55,19,0,0
762,2020-04-08 2020-04-15,West Virginia,0,0,0,0,0,0,0,0,0,0
763,2020-04-08 2020-04-15,Wisconsin,55,0,0,0,35,0,71,0,0,0
764,2020-04-08 2020-04-15,Wyoming,0,0,0,0,0,0,0,0,0,0
765,2020-04-15 2020-04-22,Alabama,0,0,0,0,0,31,0,100,0,0
766,2020-04-15 2020-04-22,Alaska,0,0,0,0,0,0,0,0,0,0
767,2020-04-15 2020-04-22,Arizona,0,0,0,18,0,18,83,30,0,0
768,2020-04-15 2020-04-22,Arkansas,0,0,0,0,0,0,0,89,0,0
769,2020-04-15 2020-04-22,California,0,18,0,4,10,25,27,46,0,70
770,2020-04-15 2020-04-22,Colorado,0,0,0,0,26,20,92,0,0,0
771,2020-04-15 2020-04-22,Connecticut,0,0,0,0,79,31,0,100,0,0
772,2020-04-15 2020-04-22,Delaware,0,0,0,0,0,100,0,0,0,0
773,2020-04-15 2020-04-22,District of Columbia,0,0,0,0,0,0,0,0,0,0
774,2020-04-15 2020-04-22,Florida,0,0,0,0,11,22,0,37,0,0
775,2020-04-15 2020-04-22,Georgia,0,0,0,0,0,20,100,27,0,0
776,2020-04-15 2020-04-22,Hawaii,0,0,0,100,0,51,0,0,0,0
777,2020-04-15 2020-04-22,Idaho,0,0,0,0,0,0,0,0,0,0
778,2020-04-15 2020-04-22,Illinois,0,0,0,0,17,22,40,36,0,0
779,2020-04-15 2020-04-22,Indiana,0,0,0,0,0,21,95,85,0,0
780,2020-04-15 2020-04-22,Iowa,0,0,0,46,0,23,0,0,0,0
781,2020-04-15 2020-04-22,Kansas,0,0,0,0,0,26,0,0,0,0
782,2020-04-15 2020-04-22,Kentucky,0,0,0,0,0,16,0,0,0,0
783,2020-04-15 2020-04-22,Louisiana,0,0,0,34,0,17,0,55,0,0
784,2020-04-15 2020-04-22,Maine,0,0,0,0,0,51,0,0,0,0
785,2020-04-15 2020-04-22,Maryland,0,0,0,0,0,28,0,60,0,0
786,2020-04-15 2020-04-22,Massachusetts,0,0,0,16,0,55,0,52,0,0
787,2020-04-15 2020-04-22,Michigan,0,0,0,25,0,28,0,20,0,0
788,2020-04-15 2020-04-22,Minnesota,0,0,0,22,0,22,0,35,0,0
789,2020-04-15 2020-04-22,Mississippi,0,0,0,0,0,0,0,0,0,0
790,2020-04-15 2020-04-22,Missouri,0,0,0,0,0,22,100,53,0,0
791,2020-04-15 2020-04-22,Montana,0,0,0,0,0,71,0,0,0,0
792,2020-04-15 2020-04-22,Nebraska,0,0,0,0,0,33,0,0,0,0
793,2020-04-15 2020-04-22,Nevada,0,0,0,0,0,0,0,69,0,0
794,2020-04-15 2020-04-22,New Hampshire,0,0,0,0,0,90,0,0,0,0
795,2020-04-15 2020-04-22,New Jersey,36,72,0,24,0,15,0,29,0,0
796,2020-04-15 2020-04-22,New Mexico,0,0,0,0,0,35,0,0,0,0
797,2020-04-15 2020-04-22,New York,0,0,0,11,7,25,25,40,0,0
798,2020-04-15 2020-04-22,North Carolina,0,0,0,11,0,20,51,28,0,0
799,2020-04-15 2020-04-22,North Dakota,0,0,0,0,0,0,0,0,0,0
800,2020-04-15 2020-04-22,Ohio,32,0,0,0,27,26,0,34,0,0
801,2020-04-15 2020-04-22,Oklahoma,0,0,0,0,100,0,0,63,0,0
802,2020-04-15 2020-04-22,Oregon,0,0,0,0,38,22,0,0,0,0
803,2020-04-15 2020-04-22,Pennsylvania,0,0,0,18,0,33,42,60,0,0
804,2020-04-15 2020-04-22,Rhode Island,0,0,0,0,0,0,0,0,0,0
805,2020-04-15 2020-04-22,South Carolina,0,0,0,0,0,21,0,46,0,0
806,2020-04-15 2020-04-22,South Dakota,0,0,0,0,0,0,0,0,0,0
807,2020-04-15 2020-04-22,Tennessee,0,0,0,0,26,15,91,32,0,0
808,2020-04-15 2020-04-22,Texas,0,0,0,10,0,24,38,38,100,100
809,2020-04-15 2020-04-22,Utah,0,0,0,0,0,0,0,0,0,0
810,2020-04-15 2020-04-22,Vermont,0,0,0,0,0,0,0,0,0,0
811,2020-04-15 2020-04-22,Virginia,0,0,0,13,17,24,0,55,0,0
812,2020-04-15 2020-04-22,Washington,100,100,0,33,21,29,0,27,0,0
813,2020-04-15 2020-04-22,West Virginia,0,0,0,0,0,0,0,0,0,0
814,2020-04-15 2020-04-22,Wisconsin,0,0,0,22,0,22,99,71,0,0
815,2020-04-15 2020-04-22,Wyoming,0,0,0,0,0,0,0,0,0,0
816,2020-04-22 2020-04-29,Alabama,0,0,0,0,0,0,0,0,0,0
817,2020-04-22 2020-04-29,Alaska,0,0,0,0,0,0,0,0,0,0
818,2020-04-22 2020-04-29,Arizona,0,0,0,0,45,14,0,0,0,0
819,2020-04-22 2020-04-29,Arkansas,0,0,0,0,0,0,0,0,0,0
820,2020-04-22 2020-04-29,California,0,0,0,1,7,6,0,7,100,100
821,2020-04-22 2020-04-29,Colorado,0,0,0,0,0,15,0,0,0,0
822,2020-04-22 2020-04-29,Connecticut,0,0,0,14,0,23,0,0,0,0
823,2020-04-22 2020-04-29,Delaware,0,0,0,0,0,100,0,0,0,0
824,2020-04-22 2020-04-29,District of Columbia,0,0,0,0,0,0,0,0,0,0
825,2020-04-22 2020-04-29,Florida,0,35,0,3,0,4,0,13,0,0
826,2020-04-22 2020-04-29,Georgia,0,0,0,0,0,9,0,27,0,0
827,2020-04-22 2020-04-29,Hawaii,0,0,0,0,0,75,0,0,0,0
828,2020-04-22 2020-04-29,Idaho,0,0,0,0,0,0,0,0,0,0
829,2020-04-22 2020-04-29,Illinois,0,0,0,0,0,7,0,21,0,0
830,2020-04-22 2020-04-29,Indiana,0,0,0,0,0,0,0,50,0,0
831,2020-04-22 2020-04-29,Iowa,0,0,0,0,0,0,0,0,0,0
832,2020-04-22 2020-04-29,Kansas,0,0,0,0,0,38,0,0,0,0
833,2020-04-22 2020-04-29,Kentucky,0,0,0,15,0,24,0,0,0,0
834,2020-04-22 2020-04-29,Louisiana,100,0,0,16,0,0,0,0,0,0
835,2020-04-22 2020-04-29,Maine,0,0,0,0,0,0,0,0,0,0
836,2020-04-22 2020-04-29,Maryland,0,0,0,0,0,27,0,0,0,0
837,2020-04-22 2020-04-29,Massachusetts,0,100,0,0,39,12,0,0,0,0
838,2020-04-22 2020-04-29,Michigan,0,0,0,0,32,10,0,0,0,0
839,2020-04-22 2020-04-29,Minnesota,0,0,0,0,55,17,0,0,0,0
840,2020-04-22 2020-04-29,Mississippi,0,0,0,0,0,0,0,0,0,0
841,2020-04-22 2020-04-29,Missouri,65,0,0,0,0,0,0,0,0,0
842,2020-04-22 2020-04-29,Montana,0,0,0,0,0,0,0,0,0,0
843,2020-04-22 2020-04-29,Nebraska,0,0,0,0,0,0,0,0,0,0
844,2020-04-22 2020-04-29,Nevada,0,0,0,0,0,32,0,100,0,0
845,2020-04-22 2020-04-29,New Hampshire,0,0,0,0,0,0,0,0,0,0
846,2020-04-22 2020-04-29,New Jersey,0,0,0,0,29,9,0,28,0,0
847,2020-04-22 2020-04-29,New Mexico,0,0,0,32,0,0,0,0,0,0
848,2020-04-22 2020-04-29,New York,0,0,0,3,0,12,0,26,0,0
849,2020-04-22 2020-04-29,North Carolina,0,0,0,0,0,8,0,25,0,0
850,2020-04-22 2020-04-29,North Dakota,0,0,0,0,0,0,0,0,0,0
851,2020-04-22 2020-04-29,Ohio,0,0,0,0,24,7,0,0,0,0
852,2020-04-22 2020-04-29,Oklahoma,0,0,0,0,0,0,0,0,0,0
853,2020-04-22 2020-04-29,Oregon,0,0,0,0,0,22,0,0,0,0
854,2020-04-22 2020-04-29,Pennsylvania,0,0,0,0,23,7,0,0,0,0
855,2020-04-22 2020-04-29,Rhode Island,0,0,0,0,0,0,0,0,0,0
856,2020-04-22 2020-04-29,South Carolina,0,0,0,0,0,0,0,0,0,0
857,2020-04-22 2020-04-29,South Dakota,0,0,0,0,0,0,0,0,0,0
858,2020-04-22 2020-04-29,Tennessee,0,0,0,0,49,15,100,0,0,0
859,2020-04-22 2020-04-29,Texas,12,0,0,4,21,3,0,10,0,0
860,2020-04-22 2020-04-29,Utah,0,0,0,0,100,0,0,0,0,0
861,2020-04-22 2020-04-29,Vermont,0,0,0,100,0,0,0,0,0,0
862,2020-04-22 2020-04-29,Virginia,0,0,0,6,0,20,67,31,0,0
863,2020-04-22 2020-04-29,Washington,0,0,0,0,39,0,0,0,0,0
864,2020-04-22 2020-04-29,West Virginia,0,0,0,0,0,0,0,0,0,0
865,2020-04-22 2020-04-29,Wisconsin,0,0,0,0,0,0,0,0,0,0
866,2020-04-22 2020-04-29,Wyoming,0,0,0,0,0,0,0,0,0,0
