,week,State,bat soup,coronavirus bat soup,china bat soup,chinese bat soup,wuhan bat soup,bat soup virus
833,2020-04-22 2020-04-29,Kentucky,0,0,0,0,0,0
834,2020-04-22 2020-04-29,Louisiana,34,0,0,0,0,0
835,2020-04-22 2020-04-29,Maine,0,0,0,0,0,0
836,2020-04-22 2020-04-29,Maryland,18,0,0,0,0,0
837,2020-04-22 2020-04-29,Massachusetts,47,0,76,0,0,0
838,2020-04-22 2020-04-29,Michigan,19,0,0,0,0,0
839,2020-04-22 2020-04-29,Minnesota,0,0,0,0,0,0
840,2020-04-22 2020-04-29,Mississippi,0,0,0,0,0,0
841,2020-04-22 2020-04-29,Missouri,0,0,0,0,0,0
842,2020-04-22 2020-04-29,Montana,0,0,0,0,0,0
843,2020-04-22 2020-04-29,Nebraska,67,0,0,0,0,0
844,2020-04-22 2020-04-29,Nevada,42,0,0,0,0,0
845,2020-04-22 2020-04-29,New Hampshire,0,0,0,0,0,0
846,2020-04-22 2020-04-29,New Jersey,23,0,0,0,0,0
847,2020-04-22 2020-04-29,New Mexico,0,0,0,0,0,0
848,2020-04-22 2020-04-29,New York,11,25,26,100,0,0
849,2020-04-22 2020-04-29,North Carolina,21,0,0,0,0,0
850,2020-04-22 2020-04-29,North Dakota,0,0,0,0,0,0
851,2020-04-22 2020-04-29,Ohio,20,0,0,0,0,0
852,2020-04-22 2020-04-29,Oklahoma,0,0,0,0,0,0
853,2020-04-22 2020-04-29,Oregon,29,0,0,0,0,0
854,2020-04-22 2020-04-29,Pennsylvania,0,0,0,0,0,0
855,2020-04-22 2020-04-29,Rhode Island,0,0,0,0,0,0
856,2020-04-22 2020-04-29,South Carolina,0,0,0,0,0,0
857,2020-04-22 2020-04-29,South Dakota,0,0,0,0,0,0
858,2020-04-22 2020-04-29,Tennessee,20,0,0,0,0,0
859,2020-04-22 2020-04-29,Texas,4,0,0,0,0,0
860,2020-04-22 2020-04-29,Utah,40,0,0,0,0,0
861,2020-04-22 2020-04-29,Vermont,0,0,0,0,0,0
862,2020-04-22 2020-04-29,Virginia,20,0,0,0,0,0
863,2020-04-22 2020-04-29,Washington,0,0,0,0,0,0
864,2020-04-22 2020-04-29,West Virginia,0,0,0,0,0,0
865,2020-04-22 2020-04-29,Wisconsin,54,100,0,0,0,0
866,2020-04-22 2020-04-29,Wyoming,0,0,0,0,0,0
